artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
Gary Allan,Every Storm (Runs Out Of Rain),4.71,53.300000000000004,72.2,0.0008990000000000001,24.2,-6.817,3.4099999999999997,107.001,39.6,Rock
Arcade Fire,Sprawl II (Mountains Beyond Mountains),1.6,51.800000000000004,81.0,0.13,11.5,-6.445,2.9000000000000004,99.968,17.9,Rock
The Doors,Peace Frog,16.0,64.60000000000001,72.5,0.32399999999999995,34.5,-7.457,3.7199999999999998,112.62,81.3,Rock
Metallica,Wherever I May Roam,0.0526,55.400000000000006,81.6,0.07110000000000001,9.879999999999999,-7.871,3.53,131.409,36.199999999999996,Rock
CNCO,Hey DJ - Remix,9.180000000000001,56.39999999999999,89.0,0.0,8.19,-4.286,10.7,180.112,63.6,Pop
Adele,Set Fire to the Rain,0.382,61.0,68.30000000000001,0.00017900000000000001,12.5,-3.879,2.53,108.003,46.6,Pop
Adele,Skyfall - Full Length,41.699999999999996,34.599999999999994,55.2,0.0,11.4,-6.864,2.82,75.881,7.89,Pop
Slightly Stoopid,If You Want It,10.0,56.49999999999999,87.5,0.0325,24.4,-5.905,4.58,155.546,89.1,Rock
DRAM,Cash Machine,52.2,74.5,66.9,0.0,15.4,-3.613,12.9,143.164,69.89999999999999,Pop
Russ,Willy Wonka (feat. Paulina & Jafé),55.60000000000001,79.9,49.6,0.000345,11.1,-5.603,7.06,93.017,18.9,Pop
A Perfect Circle,The Outsider,0.0111,32.800000000000004,84.2,80.30000000000001,4.96,-6.644,8.82,113.329,42.199999999999996,Rock
Fastball,The Way,15.4,65.3,87.4,0.00136,30.7,-5.66,3.4099999999999997,120.84,90.2,Pop
Lil Wayne,Lollipop,6.5600000000000005,82.8,43.3,0.08760000000000001,12.2,-9.716,19.900000000000002,148.073,44.0,Pop
Joji,SLOW DANCING IN THE DARK - Loud Luxury Remix,0.616,75.2,88.3,9.98,16.7,-4.45,4.26,122.026,50.9,Pop
T-Pain,F.B.G.M.,12.7,68.89999999999999,65.7,0.0,16.6,-3.632,3.94,77.509,23.400000000000002,Pop
Better Oblivion Community Center,Sleepwalkin',0.262,38.6,82.6,0.00122,30.099999999999998,-7.527,7.489999999999999,143.353,54.400000000000006,Rock
Marcy Playground,Sex & Candy,23.799999999999997,67.0,55.800000000000004,0.0,10.6,-9.159,2.5100000000000002,80.511,63.0,Pop
Kacey Musgraves,Merry Go 'Round,56.49999999999999,65.0,46.2,0.134,12.9,-9.375,3.09,86.999,36.8,Pop
Foster The People,SHC,0.126,50.0,85.9,0.27899999999999997,32.9,-4.133,5.06,121.989,26.900000000000002,Rock
Maroon 5,Beautiful Goodbye,0.23800000000000002,65.2,58.3,0.00015099999999999998,9.87,-2.779,3.56,167.984,38.800000000000004,Pop
David Guetta,Your Love,9.969999999999999,57.099999999999994,93.7,49.6,12.5,-2.682,3.36,125.027,51.2,Pop
Robert Plant,Big Log,31.5,55.60000000000001,59.199999999999996,0.334,19.6,-8.519,2.87,180.645,67.5,Rock
Imagine Dragons,Believer,6.22,77.60000000000001,78.0,0.0,8.1,-4.374,12.8,124.949,66.60000000000001,Rock
Avril Lavigne,My Happy Ending,0.136,41.4,93.60000000000001,0.0,36.9,-2.407,7.580000000000001,170.229,74.0,Pop
Remmy Valenzuela,Se Va Muriendo Mi Alma,14.899999999999999,71.3,84.5,0.0,11.1,-5.431,5.800000000000001,112.549,84.89999999999999,Pop
mansionz,Rich White Girls,30.9,70.5,52.1,0.0,35.699999999999996,-8.307,32.0,133.718,66.4,Pop
Imagine Dragons,Battle Cry,4.29,35.8,90.9,0.468,13.8,-6.856,9.49,129.945,4.19,Rock
Joy Division,She's Lost Control - 2007 Remastered Version,1.5699999999999998,48.5,84.6,2.87,7.66,-7.63,5.28,144.246,74.3,Rock
Baby Bash,Cyclone (feat. T-Pain) - Main,1.1199999999999999,64.4,72.5,0.0,14.6,-4.622,7.01,77.977,58.4,Pop
Agnes Obel,Chord Left,99.5,62.2,9.08,96.7,10.299999999999999,-20.476,6.510000000000001,182.003,3.7699999999999996,Pop
LOOΠΔ,Butterfly,4.2700000000000005,58.199999999999996,86.6,0.013999999999999999,12.6,-4.139,4.14,107.021,35.099999999999994,Pop
Bryson Tiller,Set It Off,55.400000000000006,53.800000000000004,50.7,0.00010499999999999999,24.7,-10.186,17.8,145.969,27.200000000000003,Pop
Parmalee,Carolina,1.0699999999999998,43.4,75.0,0.0,10.6,-3.53,2.93,159.824,48.8,Rock
The Killers,Some Kind Of Love,71.0,24.6,48.3,23.0,10.2,-9.947,3.5900000000000003,141.848,7.51,Rock
Incubus,Stellar,0.106,58.199999999999996,76.5,5.06,34.4,-6.544,3.7600000000000002,128.164,52.800000000000004,Rock
Canaan Smith,This Night Back,16.1,58.699999999999996,86.3,0.0,15.9,-4.803,4.0,160.167,53.7,Rock
Loote,Back Together,23.9,77.7,57.9,0.0,10.5,-5.515,18.4,110.007,41.3,Pop
Nena,99 Luftballons,8.9,46.6,43.8,0.000562,11.3,-12.858,6.08,193.1,58.699999999999996,Pop
Bombay Bicycle Club,Always Like This,44.4,57.9,60.5,0.0645,11.0,-6.686,3.2800000000000002,121.793,74.0,Rock
The 1975,If I Believe You,73.0,69.8,31.1,0.494,10.299999999999999,-7.886,3.56,129.949,33.7,Rock
Rainbow Kitten Surprise,Cold Love,77.2,63.1,27.700000000000003,0.0,11.4,-10.985,5.37,114.765,21.4,Pop
Meat Puppets,Backwater,19.900000000000002,48.4,82.1,0.191,19.5,-6.564,4.35,111.931,54.1,Rock
Peach Pit,Peach Pit,0.322,51.5,80.4,0.22899999999999998,14.899999999999999,-5.345,3.9800000000000004,123.969,29.799999999999997,Rock
Third Eye Blind,Jumper - 2006 Remastered Version,0.606,62.2,59.0,0.0702,28.599999999999998,-7.517,3.63,91.089,52.6,Rock
Florence + The Machine,Haunted House,95.0,52.300000000000004,16.8,0.038200000000000005,28.000000000000004,-11.299,4.89,111.111,33.4,Pop
BIGBANG,BANG BANG BANG,1.92,69.39999999999999,83.2,0.0,35.5,-3.038,5.9799999999999995,135.011,42.4,Pop
Jhene Aiko,Bed Peace,26.400000000000002,63.3,57.599999999999994,0.0033699999999999997,12.7,-7.837,5.220000000000001,119.799,29.599999999999998,Pop
Fall Out Boy,"Dance, Dance",0.494,61.6,96.1,0.0,7.8,-3.144,13.900000000000002,114.492,52.300000000000004,Pop
Bebe Rexha,F.F.F. (feat. G-Eazy),0.954,77.10000000000001,68.8,0.0,5.779999999999999,-5.515,14.799999999999999,92.003,30.7,Pop
The 1975,Chocolate,0.391,59.099999999999994,94.0,0.0,38.3,-4.341,5.220000000000001,100.043,67.60000000000001,Pop
A$AP Rocky,Goldie,22.5,69.69999999999999,84.8,0.00461,49.3,-4.953,24.9,81.956,73.3,Pop
The Wood Brothers,Keep Me Around,61.1,54.1,34.2,0.052700000000000004,9.520000000000001,-11.753,4.67,87.594,49.0,Rock
Ludacris,Money Maker,17.7,57.099999999999994,61.3,0.0,21.6,-6.836,25.2,83.317,58.3,Pop
Metallica,Hardwired,0.00115,13.0,99.1,0.41200000000000003,22.5,-3.126,6.04,185.364,50.5,Rock
Fall Out Boy,America's Suitehearts,0.9329999999999999,47.9,93.10000000000001,0.0,12.7,-3.429,4.6899999999999995,160.015,71.6,Rock
Childish Gambino,IV. Sweatpants,15.4,71.0,47.0,0.0,64.3,-9.33,14.2,80.027,58.099999999999994,Pop
Sevendust,Risen,0.00818,49.6,91.5,0.000182,4.71,-4.853,8.780000000000001,100.031,34.599999999999994,Rock
Placebo,Running Up That Hill,26.900000000000002,45.0,35.6,51.5,9.44,-13.692,3.37,179.937,8.39,Rock
Kings of Leon,The End,0.13999999999999999,33.2,58.599999999999994,1.08,6.3,-6.307,3.62,79.787,22.8,Rock
Vance Joy,Riptide,43.1,48.4,73.1,0.0,15.1,-6.694,3.7900000000000005,101.654,51.0,Pop
Darlingside,Old Friend,81.10000000000001,41.199999999999996,24.099999999999998,39.2,11.4,-13.477,2.9499999999999997,100.979,37.4,Pop
Nickelback,Lullaby,0.0372,50.8,83.2,0.0,8.59,-4.395,3.2,136.004,40.400000000000006,Rock
Die Antwoord,I Fink U Freeky,2.92,84.39999999999999,75.1,0.00171,49.9,-6.5,22.3,129.985,51.4,Rock
Rebelution,Mirage,1.25,68.5,60.5,26.3,3.45,-6.884,5.38,75.008,62.1,Rock
Natural Vibrations,Put a Little Love,1.17,73.1,65.10000000000001,0.0,5.2,-8.755,7.049999999999999,77.866,61.5,Rock
Supertramp,Take The Long Way Home - 2010 Remastered,22.0,41.4,70.0,0.0721,11.4,-8.838,3.01,76.79,37.0,Rock
Drake,Shut It Down,41.4,58.4,44.5,0.0,15.8,-9.523,7.19,119.917,38.9,Pop
Drake,Right Hand,9.78,90.10000000000001,29.2,0.0,8.16,-7.74,28.9,100.54,33.800000000000004,Pop
Dokken,Breaking The Chains,0.914,52.6,90.0,0.0,27.700000000000003,-4.76,5.3100000000000005,125.349,45.800000000000004,Rock
Black Pistol Fire,Level,1.82,56.00000000000001,81.8,0.0,17.9,-4.873,4.569999999999999,136.025,39.800000000000004,Rock
The Smiths,"Please, Please, Please Let Me Get What I Want - 2011 Remaster",53.400000000000006,24.099999999999998,46.800000000000004,0.0,16.1,-9.579,2.7199999999999998,91.581,45.1,Rock
Guns N' Roses,Civil War,7.93,33.6,78.7,6.4799999999999995,32.0,-8.803,7.32,140.003,38.3,Rock
Steve Perry,Foolish Heart,28.1,64.4,57.99999999999999,0.0,6.52,-6.819,2.26,96.475,59.099999999999994,Rock
The Mowgli's,Kansas City,0.5950000000000001,54.6,72.7,0.00016700000000000002,8.85,-5.419,5.29,90.036,41.699999999999996,Pop
Rascal Flatts,Rewind,2.22,54.900000000000006,69.8,0.0,20.200000000000003,-6.679,3.47,164.049,71.89999999999999,Rock
Lucy Dacus,...Familiar Place,1.28,21.4,14.799999999999999,5.800000000000001,11.3,-17.775,3.6999999999999997,46.591,2.77,Rock
Sara Bareilles,Gravity,83.39999999999999,27.0,27.500000000000004,0.0,14.6,-10.357,3.56,168.653,23.200000000000003,Rock
Phantogram,Don't Move,0.00719,55.800000000000004,64.2,0.746,20.1,-5.206,3.2099999999999995,99.977,48.199999999999996,Rock
The Vaccines,I Always Knew,0.012199999999999999,39.300000000000004,87.2,0.0407,31.2,-2.53,4.01,150.087,39.4,Rock
George Thorogood & The Destroyers,"One Bourbon, One Scotch, One Beer",15.2,56.10000000000001,65.0,0.27,10.6,-14.51,18.3,136.762,75.2,Rock
Jess Glynne,Take Me Home,29.2,55.800000000000004,45.1,0.0,10.100000000000001,-6.163,3.88,150.008,23.799999999999997,Pop
Orleans,Dance with Me,55.1,56.49999999999999,39.2,0.0106,24.7,-10.083,2.68,98.485,49.3,Rock
Quinn XCII,Tourist,39.5,82.1,42.4,0.0,10.0,-8.717,12.4,104.102,56.39999999999999,Pop
Elton John,Can You Feel The Love Tonight,81.3,29.7,36.4,0.0761,9.76,-9.261,3.05,122.598,14.899999999999999,Rock
ScHoolboy Q,Collard Greens,2.5,82.5,57.49999999999999,0.0009939999999999999,20.5,-4.87,6.329999999999999,153.954,65.0,Pop
Rage Against The Machine,Bombtrack,2.39,45.9,92.60000000000001,0.00193,18.3,-3.415,15.5,151.534,56.89999999999999,Rock
Lady Gaga,Diggin' My Grave,17.1,68.4,61.199999999999996,0.00153,10.299999999999999,-4.653,2.87,93.964,56.10000000000001,Pop
"Tyler, The Creator",Yonkers,1.6,71.2,75.9,8.08,21.7,-5.397,33.4,79.103,73.8,Pop
Ms. Lauryn Hill,Ex-Factor,11.799999999999999,59.3,61.9,0.0,48.4,-9.003,9.76,80.02,66.8,Pop
Florida Georgia Line,Sippin’ On Fire,0.51,47.8,92.9,0.0010299999999999999,34.8,-3.192,3.2,142.956,74.9,Pop
Gym Class Heroes,Cupid's Chokehold / Breakfast In America - Radio Mix,49.5,58.4,68.10000000000001,0.0,28.9,-5.084,7.8100000000000005,79.702,82.1,Pop
Led Zeppelin,All My Love - Remastered,12.3,55.2,79.10000000000001,0.00142,16.2,-8.356,3.0300000000000002,91.2,69.8,Rock
Josh Turner,Would You Go With Me,13.100000000000001,60.4,84.6,0.109,11.0,-5.26,2.88,122.915,77.4,Rock
blackbear,Deadroses,69.69999999999999,61.199999999999996,53.6,0.0,13.100000000000001,-6.537,15.7,132.251,60.3,Pop
girl in red,summer depression,63.2,69.1,30.599999999999998,47.9,10.8,-15.651,5.4399999999999995,129.929,62.0,Pop
Adele,He Won't Go,2.3,70.6,56.89999999999999,0.0,7.31,-7.044,8.61,159.824,71.0,Pop
Twenty One Pilots,Fairly Local,3.9600000000000004,71.5,72.3,0.00857,8.4,-5.993,5.6899999999999995,114.985,47.9,Rock
Brooks & Dunn,She Used to Be Mine,25.7,49.1,56.99999999999999,0.00036500000000000004,9.59,-5.906,3.42,172.927,29.599999999999998,Rock
Reykon,Domingo (feat. Cosculluela),12.4,81.6,73.3,0.0,8.12,-6.587,4.4799999999999995,93.022,57.099999999999994,Pop
Richard Marx,Now And Forever,66.10000000000001,44.1,25.8,0.0,10.6,-11.227,2.76,77.988,17.2,Rock
Blackfoot,Highway Song,5.62,34.2,81.89999999999999,3.38,14.499999999999998,-6.885,5.24,127.102,53.7,Rock
Grateful Dead,Friend of the Devil - 2001 Remaster,23.400000000000002,64.7,74.5,0.005339999999999999,44.5,-9.54,3.36,103.331,89.0,Rock
Parachute,Forever And Always,1.8499999999999999,65.60000000000001,72.1,0.0,4.78,-5.675,3.2199999999999998,93.947,47.199999999999996,Pop
SoMo,Wild Heart,61.6,67.80000000000001,49.0,0.0,10.2,-8.933,8.44,124.015,50.7,Pop
Youth Lagoon,17,83.5,34.8,26.3,65.4,12.9,-8.531,5.16,74.517,12.0,Rock
X Ambassadors,Ahead Of Myself,0.13999999999999999,58.699999999999996,54.2,0.0,9.06,-7.876,3.4000000000000004,89.991,37.1,Rock
CLC,Hobgoblin,1.94,62.1,87.3,0.0,48.8,-2.888,10.299999999999999,169.91,40.1,Pop
Thirty Seconds To Mars,Walk On Water,0.00916,49.5,78.7,0.0,16.7,-6.89,3.6799999999999997,140.003,38.800000000000004,Pop
Tech N9ne,F.T.I. 2.0,32.5,57.8,88.7,0.0,57.8,-5.543,27.800000000000004,93.963,37.3,Pop
Tom Petty and the Heartbreakers,Don't Do Me Like That,13.100000000000001,76.4,66.4,0.0014,8.89,-7.868,2.69,116.107,96.2,Rock
Cody Johnson,Noise,10.5,60.6,81.5,0.0,18.099999999999998,-4.205,2.8400000000000003,109.012,53.5,Rock
Rascal Flatts,I Won't Let Go,74.2,55.7,40.6,0.0,11.3,-7.083,2.78,131.96,22.2,Rock
Atlanta Rhythm Section,So Into You,40.5,59.8,50.9,2.6,9.48,-10.793,3.37,87.419,84.39999999999999,Rock
Hunter Hayes,Somebody's Heartbreak,4.96,59.5,62.3,0.0,10.9,-5.975,3.1399999999999997,149.974,64.5,Pop
Tribal Seeds,Night & Day,0.975,86.5,62.3,0.048299999999999996,8.42,-7.315,3.8699999999999997,134.972,69.3,Rock
NU'EST W,Dejavu,24.0,76.9,66.10000000000001,0.0,11.799999999999999,-5.08,13.3,107.967,55.2,Pop
Muse,The Handler,0.0143,47.0,92.5,4.17,44.9,-4.181,4.7,130.009,27.900000000000002,Rock
The Head and the Heart,Down in the Valley,55.50000000000001,41.8,40.300000000000004,2.4,10.8,-10.53,2.94,105.801,14.899999999999999,Pop
Mark Ronson,Nothing Breaks Like a Heart - Don Diablo Remix,17.9,71.2,87.1,0.000194,20.3,-3.571,22.5,123.974,37.9,Pop
Drake,Congratulations,1.8499999999999999,33.300000000000004,85.9,0.0,22.0,-2.286,14.799999999999999,86.882,12.5,Pop
blackbear,do re mi,0.41900000000000004,74.2,59.9,0.00102,12.6,-6.256,4.65,110.977,15.4,Pop
John Legend,Preach,6.81,50.8,72.89999999999999,0.0,10.0,-5.712,4.43,91.906,41.199999999999996,Pop
Grupo Maximo Grado,El Hombre Del Equipo,46.1,81.2,75.9,0.00197,8.48,-5.6,5.01,121.503,84.5,Pop
Yo Trane,Late Night Drive,38.2,49.1,37.5,0.0,10.299999999999999,-10.031,20.0,97.116,19.0,Pop
Dabin,In Flames,0.8330000000000001,48.1,72.89999999999999,0.0,10.299999999999999,-4.351,3.65,91.985,29.7,Pop
The Beach Boys,Wouldn't It Be Nice - Stereo Mix,71.8,39.2,62.9,0.000376,12.9,-7.056,3.35,124.511,72.0,Rock
Metric,Gold Guns Girls,0.0919,49.0,96.0,4.41,7.68,-5.385,5.62,179.975,82.0,Rock
Dixie Chicks,Goodbye Earl,1.92,70.5,70.0,0.0,7.55,-7.38,2.9499999999999997,122.841,76.5,Rock
James Bay,Us,17.2,56.39999999999999,47.199999999999996,0.00011200000000000001,10.8,-4.167,3.6900000000000004,69.942,30.599999999999998,Pop
John Mayer,Who Says,26.700000000000003,58.4,50.9,0.252,36.0,-13.109,2.87,90.457,36.7,Pop
Passion Pit,Little Secrets,0.345,59.699999999999996,78.60000000000001,0.0,9.09,-4.248,4.19,99.888,66.60000000000001,Rock
Post Malone,Money Made Me Do It,30.5,73.4,42.9,0.0,6.59,-6.511,16.0,83.022,37.2,Pop
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1.22,48.9,71.8,0.0,5.46,-5.989,11.0,207.986,5.680000000000001,Pop
BTS,Magic Shop,10.299999999999999,54.1,66.10000000000001,0.0,7.79,-5.838,8.89,149.926,28.499999999999996,Pop
Alanis Morissette,You Oughta Know - 2015 Remaster,21.0,66.5,83.39999999999999,0.0,45.2,-7.737,5.76,105.292,41.099999999999994,Rock
Morgan Wallen,If I Know Me,76.6,78.3,60.5,0.00742,10.9,-5.792,9.8,100.004,67.4,Rock
Heroes Del Silencio,Maldito duende,9.04,37.4,85.0,0.0,11.600000000000001,-5.657,4.04,125.796,34.8,Rock
TWICE,Heart Shaker,9.65,56.10000000000001,94.5,0.0,17.0,-0.33,6.4,164.094,83.3,Pop
Kanye West,FML,31.3,66.7,42.3,0.0,19.3,-7.146,8.219999999999999,125.116,15.6,Pop
Skizzy Mars,2006,10.299999999999999,72.8,74.3,0.0,23.3,-5.061,27.3,156.076,57.699999999999996,Pop
Rod Stewart,All for Love,12.5,51.0,44.0,0.0,9.94,-11.015,2.93,74.8,13.5,Rock
Wanna One,Energetic,5.800000000000001,71.39999999999999,88.6,0.0,11.200000000000001,-3.076,4.61,125.046,75.2,Pop
Jon Langston,Right Girl Wrong Time,2.53,61.1,72.1,0.0,12.6,-6.133,4.04,116.929,21.7,Pop
